State,Date,Supply_Excess,Supply,Demand,DataSource,Fmax,Buffer,SurgeCorrection
Maine,2020-04-11,95.5,108.5,13,ode,1000,1000,1000
Maryland,2020-04-11,356,499,143,ode,1000,1000,1000
Massachusetts,2020-04-11,321,741,420,ode,1000,1000,1000
Michigan,2020-04-11,311,933,622,ode,1000,1000,1000
Minnesota,2020-04-11,412,431,19,ode,1000,1000,1000
Mississippi,2020-04-11,337.5,385.5,48,ode,1000,1000,1000
Missouri,2020-04-11,635.5,736.5,101,ode,1000,1000,1000
Montana,2020-04-11,76.5,85.5,9,ode,1000,1000,1000
Nebraska,2020-04-11,235,247,12,ode,1000,1000,1000
Nevada,2020-04-11,378.5,429.5,51,ode,1000,1000,1000
New Hampshire,2020-04-11,86,107,21,ode,1000,1000,1000
New Jersey,2020-04-11,-757,751,1508,ode,1000,1000,1000
New Mexico,2020-04-11,169.5,186.5,17,ode,1000,1000,1000
New York,2020-04-11,-1224,2262,3486,ode,1000,1000,1000
North Carolina,2020-04-11,893,980,87,ode,1000,1000,1000
North Dakota,2020-04-11,92,102,10,ode,1000,1000,1000
Ohio,2020-04-11,1249.5,1382.5,133,ode,1000,1000,1000
Oklahoma,2020-04-11,346.5,390.5,44,ode,1000,1000,1000
Oregon,2020-04-11,249,277,28,ode,1000,1000,1000
Pennsylvania,2020-04-11,946.5,1518.5,572,ode,1000,1000,1000
Rhode Island,2020-04-11,66.5,98.5,32,ode,1000,1000,1000
South Carolina,2020-04-11,440,528,88,ode,1000,1000,1000
South Dakota,2020-04-11,70,81,11,ode,1000,1000,1000
Tennessee,2020-04-11,694,816,122,ode,1000,1000,1000
Texas,2020-04-11,2856.5,3124.5,268,ode,1000,1000,1000
Utah,2020-04-11,239.5,291.5,52,ode,1000,1000,1000
Vermont,2020-04-11,34,45,11,ode,1000,1000,1000
Virginia,2020-04-11,612.5,711.5,99,ode,1000,1000,1000
Washington,2020-04-11,337.5,473.5,136,ode,1000,1000,1000
West Virginia,2020-04-11,254,266,12,ode,1000,1000,1000
Wisconsin,2020-04-11,380.5,442.5,62,ode,1000,1000,1000
Alabama,2020-04-12,424,472,48,ode,1000,1000,1000
Alaska,2020-04-12,48.5,53.5,5,ode,1000,1000,1000
Arizona,2020-04-12,675.5,745.5,70,ode,1000,1000,1000
Arkansas,2020-04-12,312.5,327.5,15,ode,1000,1000,1000
California,2020-04-12,2961,3494,533,ode,1000,1000,1000
Colorado,2020-04-12,381.5,522.5,141,ode,1000,1000,1000
Connecticut,2020-04-12,87,343,256,ode,1000,1000,1000
Delaware,2020-04-12,85.5,108.5,23,ode,1000,1000,1000
Florida,2020-04-12,1963,2460,497,ode,1000,1000,1000
Georgia,2020-04-12,894,1147,253,ode,1000,1000,1000
Hawaii,2020-04-12,114.5,125.5,11,ode,1000,1000,1000
Idaho,2020-04-12,50.5,103.5,53,ode,1000,1000,1000
Illinois,2020-04-12,747,1141,394,ode,1000,1000,1000
Indiana,2020-04-12,569,764,195,ode,1000,1000,1000
Iowa,2020-04-12,253.5,280.5,27,ode,1000,1000,1000
Kansas,2020-04-12,243.5,262.5,19,ode,1000,1000,1000
Kentucky,2020-04-12,462.5,488.5,26,ode,1000,1000,1000
Louisiana,2020-04-12,-70.5,568.5,639,ode,1000,1000,1000
Maine,2020-04-12,95.5,108.5,13,ode,1000,1000,1000
Maryland,2020-04-12,348,499,151,ode,1000,1000,1000
Massachusetts,2020-04-12,311,741,430,ode,1000,1000,1000
Michigan,2020-04-12,281,933,652,ode,1000,1000,1000
Minnesota,2020-04-12,412,431,19,ode,1000,1000,1000
Mississippi,2020-04-12,335.5,385.5,50,ode,1000,1000,1000
Missouri,2020-04-12,629.5,736.5,107,ode,1000,1000,1000
Montana,2020-04-12,76.5,85.5,9,ode,1000,1000,1000
Nebraska,2020-04-12,235,247,12,ode,1000,1000,1000
Nevada,2020-04-12,377.5,429.5,52,ode,1000,1000,1000
New Hampshire,2020-04-12,85,107,22,ode,1000,1000,1000
New Jersey,2020-04-12,-841,751,1592,ode,1000,1000,1000
New Mexico,2020-04-12,169.5,186.5,17,ode,1000,1000,1000
New York,2020-04-12,-1300,2262,3562,ode,1000,1000,1000
North Carolina,2020-04-12,890,980,90,ode,1000,1000,1000
North Dakota,2020-04-12,91,102,11,ode,1000,1000,1000
Ohio,2020-04-12,1246.5,1382.5,136,ode,1000,1000,1000
Oklahoma,2020-04-12,344.5,390.5,46,ode,1000,1000,1000
Oregon,2020-04-12,248,277,29,ode,1000,1000,1000
Pennsylvania,2020-04-12,900.5,1518.5,618,ode,1000,1000,1000
Rhode Island,2020-04-12,65.5,98.5,33,ode,1000,1000,1000
South Carolina,2020-04-12,433,528,95,ode,1000,1000,1000
South Dakota,2020-04-12,69,81,12,ode,1000,1000,1000
Tennessee,2020-04-12,689,816,127,ode,1000,1000,1000
Texas,2020-04-12,2841.5,3124.5,283,ode,1000,1000,1000
Utah,2020-04-12,237.5,291.5,54,ode,1000,1000,1000
Vermont,2020-04-12,34,45,11,ode,1000,1000,1000
Virginia,2020-04-12,607.5,711.5,104,ode,1000,1000,1000
Washington,2020-04-12,339.5,473.5,134,ode,1000,1000,1000
West Virginia,2020-04-12,254,266,12,ode,1000,1000,1000
Wisconsin,2020-04-12,379.5,442.5,63,ode,1000,1000,1000
Alabama,2020-04-13,423,472,49,ode,1000,1000,1000
Alaska,2020-04-13,49.5,53.5,4,ode,1000,1000,1000
Arizona,2020-04-13,674.5,745.5,71,ode,1000,1000,1000
Arkansas,2020-04-13,312.5,327.5,15,ode,1000,1000,1000
California,2020-04-13,2943,3494,551,ode,1000,1000,1000
Colorado,2020-04-13,379.5,522.5,143,ode,1000,1000,1000
Connecticut,2020-04-13,75,343,268,ode,1000,1000,1000
Delaware,2020-04-13,84.5,108.5,24,ode,1000,1000,1000
Florida,2020-04-13,1942,2460,518,ode,1000,1000,1000
Georgia,2020-04-13,886,1147,261,ode,1000,1000,1000
Hawaii,2020-04-13,114.5,125.5,11,ode,1000,1000,1000
Idaho,2020-04-13,48.5,103.5,55,ode,1000,1000,1000
Illinois,2020-04-13,737,1141,404,ode,1000,1000,1000
Indiana,2020-04-13,559,764,205,ode,1000,1000,1000
Iowa,2020-04-13,253.5,280.5,27,ode,1000,1000,1000
Kansas,2020-04-13,243.5,262.5,19,ode,1000,1000,1000
Kentucky,2020-04-13,462.5,488.5,26,ode,1000,1000,1000
Louisiana,2020-04-13,-104.5,568.5,673,ode,1000,1000,1000
Maine,2020-04-13,94.5,108.5,14,ode,1000,1000,1000
Maryland,2020-04-13,341,499,158,ode,1000,1000,1000
Massachusetts,2020-04-13,303,741,438,ode,1000,1000,1000
Michigan,2020-04-13,254,933,679,ode,1000,1000,1000
Minnesota,2020-04-13,413,431,18,ode,1000,1000,1000
Mississippi,2020-04-13,334.5,385.5,51,ode,1000,1000,1000
Missouri,2020-04-13,623.5,736.5,113,ode,1000,1000,1000
Montana,2020-04-13,76.5,85.5,9,ode,1000,1000,1000
Nebraska,2020-04-13,235,247,12,ode,1000,1000,1000
Nevada,2020-04-13,377.5,429.5,52,ode,1000,1000,1000
New Hampshire,2020-04-13,85,107,22,ode,1000,1000,1000
New Jersey,2020-04-13,-919,751,1670,ode,1000,1000,1000
New Mexico,2020-04-13,169.5,186.5,17,ode,1000,1000,1000
New York,2020-04-13,-1362,2262,3624,ode,1000,1000,1000
North Carolina,2020-04-13,887,980,93,ode,1000,1000,1000
North Dakota,2020-04-13,90,102,12,ode,1000,1000,1000
Ohio,2020-04-13,1242.5,1382.5,140,ode,1000,1000,1000
Oklahoma,2020-04-13,343.5,390.5,47,ode,1000,1000,1000
Oregon,2020-04-13,248,277,29,ode,1000,1000,1000
Pennsylvania,2020-04-13,855.5,1518.5,663,ode,1000,1000,1000
Rhode Island,2020-04-13,65.5,98.5,33,ode,1000,1000,1000
South Carolina,2020-04-13,426,528,102,ode,1000,1000,1000
South Dakota,2020-04-13,69,81,12,ode,1000,1000,1000
Tennessee,2020-04-13,683,816,133,ode,1000,1000,1000
Texas,2020-04-13,2828.5,3124.5,296,ode,1000,1000,1000
Utah,2020-04-13,235.5,291.5,56,ode,1000,1000,1000
Vermont,2020-04-13,34,45,11,ode,1000,1000,1000
Virginia,2020-04-13,602.5,711.5,109,ode,1000,1000,1000
Washington,2020-04-13,341.5,473.5,132,ode,1000,1000,1000
West Virginia,2020-04-13,253,266,13,ode,1000,1000,1000
Wisconsin,2020-04-13,378.5,442.5,64,ode,1000,1000,1000
Alabama,2020-04-14,423,472,49,ode,1000,1000,1000
Alaska,2020-04-14,49.5,53.5,4,ode,1000,1000,1000
Arizona,2020-04-14,674.5,745.5,71,ode,1000,1000,1000
Arkansas,2020-04-14,313.5,327.5,14,ode,1000,1000,1000
California,2020-04-14,2926,3494,568,ode,1000,1000,1000
Colorado,2020-04-14,379.5,522.5,143,ode,1000,1000,1000
Connecticut,2020-04-14,64,343,279,ode,1000,1000,1000
Delaware,2020-04-14,83.5,108.5,25,ode,1000,1000,1000
Florida,2020-04-14,1923,2460,537,ode,1000,1000,1000
Georgia,2020-04-14,879,1147,268,ode,1000,1000,1000
Hawaii,2020-04-14,114.5,125.5,11,ode,1000,1000,1000
Idaho,2020-04-14,45.5,103.5,58,ode,1000,1000,1000
Illinois,2020-04-14,728,1141,413,ode,1000,1000,1000
Indiana,2020-04-14,551,764,213,ode,1000,1000,1000
Iowa,2020-04-14,253.5,280.5,27,ode,1000,1000,1000
Kansas,2020-04-14,243.5,262.5,19,ode,1000,1000,1000
Kentucky,2020-04-14,462.5,488.5,26,ode,1000,1000,1000
Louisiana,2020-04-14,-136.5,568.5,705,ode,1000,1000,1000
Maine,2020-04-14,94.5,108.5,14,ode,1000,1000,1000
Maryland,2020-04-14,335,499,164,ode,1000,1000,1000
Massachusetts,2020-04-14,298,741,443,ode,1000,1000,1000
Michigan,2020-04-14,230,933,703,ode,1000,1000,1000
Minnesota,2020-04-14,413,431,18,ode,1000,1000,1000
Mississippi,2020-04-14,333.5,385.5,52,ode,1000,1000,1000
Missouri,2020-04-14,618.5,736.5,118,ode,1000,1000,1000
Montana,2020-04-14,76.5,85.5,9,ode,1000,1000,1000
Nebraska,2020-04-14,235,247,12,ode,1000,1000,1000
Nevada,2020-04-14,377.5,429.5,52,ode,1000,1000,1000
New Hampshire,2020-04-14,84,107,23,ode,1000,1000,1000
New Jersey,2020-04-14,-991,751,1742,ode,1000,1000,1000
New Mexico,2020-04-14,170.5,186.5,16,ode,1000,1000,1000
New York,2020-04-14,-1410,2262,3672,ode,1000,1000,1000
North Carolina,2020-04-14,885,980,95,ode,1000,1000,1000
North Dakota,2020-04-14,89,102,13,ode,1000,1000,1000
Ohio,2020-04-14,1240.5,1382.5,142,ode,1000,1000,1000
Oklahoma,2020-04-14,342.5,390.5,48,ode,1000,1000,1000
Oregon,2020-04-14,248,277,29,ode,1000,1000,1000
Pennsylvania,2020-04-14,811.5,1518.5,707,ode,1000,1000,1000
Rhode Island,2020-04-14,64.5,98.5,34,ode,1000,1000,1000
South Carolina,2020-04-14,419,528,109,ode,1000,1000,1000
South Dakota,2020-04-14,69,81,12,ode,1000,1000,1000
Tennessee,2020-04-14,678,816,138,ode,1000,1000,1000
Texas,2020-04-14,2815.5,3124.5,309,ode,1000,1000,1000
Utah,2020-04-14,233.5,291.5,58,ode,1000,1000,1000
Vermont,2020-04-14,35,45,10,ode,1000,1000,1000
Virginia,2020-04-14,598.5,711.5,113,ode,1000,1000,1000
Washington,2020-04-14,344.5,473.5,129,ode,1000,1000,1000
West Virginia,2020-04-14,253,266,13,ode,1000,1000,1000
Wisconsin,2020-04-14,377.5,442.5,65,ode,1000,1000,1000
Alabama,2020-04-15,423,472,49,ode,1000,1000,1000
Alaska,2020-04-15,49.5,53.5,4,ode,1000,1000,1000
Arizona,2020-04-15,673.5,745.5,72,ode,1000,1000,1000
Arkansas,2020-04-15,313.5,327.5,14,ode,1000,1000,1000
California,2020-04-15,2911,3494,583,ode,1000,1000,1000
Colorado,2020-04-15,378.5,522.5,144,ode,1000,1000,1000
Connecticut,2020-04-15,55,343,288,ode,1000,1000,1000
Delaware,2020-04-15,83.5,108.5,25,ode,1000,1000,1000
Florida,2020-04-15,1907,2460,553,ode,1000,1000,1000
Georgia,2020-04-15,874,1147,273,ode,1000,1000,1000
Hawaii,2020-04-15,115.5,125.5,10,ode,1000,1000,1000
Idaho,2020-04-15,43.5,103.5,60,ode,1000,1000,1000
Illinois,2020-04-15,722,1141,419,ode,1000,1000,1000
Indiana,2020-04-15,543,764,221,ode,1000,1000,1000
Iowa,2020-04-15,253.5,280.5,27,ode,1000,1000,1000
Kansas,2020-04-15,243.5,262.5,19,ode,1000,1000,1000
Kentucky,2020-04-15,463.5,488.5,25,ode,1000,1000,1000
Louisiana,2020-04-15,-164.5,568.5,733,ode,1000,1000,1000
Maine,2020-04-15,94.5,108.5,14,ode,1000,1000,1000
Maryland,2020-04-15,329,499,170,ode,1000,1000,1000
Massachusetts,2020-04-15,294,741,447,ode,1000,1000,1000
Michigan,2020-04-15,210,933,723,ode,1000,1000,1000
Minnesota,2020-04-15,414,431,17,ode,1000,1000,1000
Mississippi,2020-04-15,332.5,385.5,53,ode,1000,1000,1000
Missouri,2020-04-15,612.5,736.5,124,ode,1000,1000,1000
Montana,2020-04-15,76.5,85.5,9,ode,1000,1000,1000
Nebraska,2020-04-15,235,247,12,ode,1000,1000,1000
Nevada,2020-04-15,377.5,429.5,52,ode,1000,1000,1000
New Hampshire,2020-04-15,84,107,23,ode,1000,1000,1000
New Jersey,2020-04-15,-1057,751,1808,ode,1000,1000,1000
New Mexico,2020-04-15,170.5,186.5,16,ode,1000,1000,1000
